setting,seed,method,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,target_mse,ess,condition_number,ratio_uncertainty,weight_second_moment,target_excess_risk_vs_oracle,regret_gap_to_oracle_selected_source,gamma_effective
A,89,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.06626035688762444,1199.999999999999,5.404847133796186,0.0,1.0,0.0015108039874302676,0.0015108039874302676,0.5046375862567618
A,89,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.07994268263623742,335.6778589716527,4.535701375806507,1.3897488477364786,3.574855975524642,0.015193129736043254,0.015193129736043254,0.5046375862567618
A,89,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.06474955290019417,356.8389500742034,8.638409883773921,1.5503750048793439,3.3628615927251175,0.0,0.0,0.5046375862567618
A,131,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.064938540084424,526.3093492018857,11.652312134299489,0.8739667717739983,2.280027899593079,0.003438244043255996,0.003438244043255996,0.511584088217856
A,131,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.08043617597019663,185.7417538472208,4.317774529931259,1.6802028722318627,6.46058290684488,0.018935879929028628,0.018935879929028628,0.511584088217856
A,131,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.064938540084424,526.3093492018857,11.652312134299489,0.8739667717739983,2.280027899593079,0.003438244043255996,0.003438244043255996,0.511584088217856
A,131,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.064938540084424,526.3093492018857,11.652312134299489,0.8739667717739983,2.280027899593079,0.003438244043255996,0.003438244043255996,0.511584088217856
A,131,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.06624774345134238,16751.835708641884,3.092885446021277,0.1373796759065201,1.14614304567867,0.0047474474101743755,0.0047474474101743755,0.511584088217856
A,131,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.06316689060932232,1199.999999999999,10.831350819132565,0.0,1.0,0.0016665945681543157,0.0016665945681543157,0.511584088217856
A,131,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.064938540084424,526.3093492018857,11.652312134299489,0.8739667717739983,2.280027899593079,0.003438244043255996,0.003438244043255996,0.511584088217856
A,131,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.061500296041168,396.42824330714257,5.3157878315551805,1.3517243531178564,3.027029532447974,0.0,0.0,0.511584088217856
B,11,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12714203075862698,426.4644250356011,19.79108866582589,1.2450791520394433,2.813833767921503,0.008000132460810383,0.008000132460810383,0.519082167692117
B,11,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12714203075862698,426.4644250356011,19.79108866582589,1.2450791520394433,2.813833767921503,0.008000132460810383,0.008000132460810383,0.519082167692117
B,11,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.13574248356741664,262.05811285665186,15.184217007735823,1.6126670417529587,4.579136997187567,0.016600585269600038,0.016600585269600038,0.519082167692117
B,11,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.13574248356741664,262.05811285665186,15.184217007735823,1.6126670417529587,4.579136997187567,0.016600585269600038,0.016600585269600038,0.519082167692117
B,11,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12129037419892033,16849.084467185166,3.76866234451673,0.14446570873796824,1.1395277907951005,0.00214847590110373,0.00214847590110373,0.519082167692117
B,11,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1217709002053838,1199.999999999999,19.438630458485818,0.0,1.0,0.002629001907567194,0.002629001907567194,0.519082167692117
B,11,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12714203075862698,426.4644250356011,19.79108866582589,1.2450791520394433,2.813833767921503,0.008000132460810383,0.008000132460810383,0.519082167692117
B,11,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1191418982978166,428.47750042776426,26.44354291127306,1.146766542628866,2.80061379833463,0.0,0.0,0.519082167692117
B,23,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1419574015973794,433.83772274442333,16.71019820607799,1.1346001433254673,2.766011199768612,0.014149107623885021,0.014149107623885021,0.5162964501236847
B,23,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12797324533580942,488.9050215890932,35.09401144839353,0.9461698005070215,2.454464460331191,0.0001649513623150356,0.0001649513623150356,0.5162964501236847
B,23,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1419574015973794,433.83772274442333,16.71019820607799,1.1346001433254673,2.766011199768612,0.014149107623885021,0.014149107623885021,0.5162964501236847
B,23,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1419574015973794,433.83772274442333,16.71019820607799,1.1346001433254673,2.766011199768612,0.014149107623885021,0.014149107623885021,0.5162964501236847
B,23,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1304737242074218,17649.213150998137,5.019644434545916,0.10705228442247043,1.0878671947324483,0.0026654302339274016,0.0026654302339274016,0.5162964501236847
B,23,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.13483007175091827,1199.999999999999,24.486605188042255,0.0,1.0,0.007021777777423882,0.007021777777423882,0.5162964501236847
B,23,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1419574015973794,433.83772274442333,16.71019820607799,1.1346001433254673,2.766011199768612,0.014149107623885021,0.014149107623885021,0.5162964501236847
B,23,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12780829397349439,381.7927716450638,35.94674885615809,1.3966290581700453,3.1430663153011404,0.0,0.0,0.5162964501236847
B,47,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2358286573086275,274.6232686454571,4.695214506675569,1.8735670432398899,4.36962245009201,0.11887701570099346,0.11887701570099346,0.5047975916398065
B,47,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12005819572801364,411.4717798155161,18.752798987770642,1.2772791736081186,2.916360389324458,0.0031065541203795927,0.0031065541203795927,0.5047975916398065
B,47,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12069805588896505,274.78086958639693,16.76442802530605,1.6032481392284597,4.36711624719989,0.0037464142813310036,0.0037464142813310036,0.5047975916398065
B,47,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12069805588896505,274.78086958639693,16.76442802530605,1.6032481392284597,4.36711624719989,0.0037464142813310036,0.0037464142813310036,0.5047975916398065
B,47,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.11702420920292197,17605.733157819726,4.0070820711342385,0.08841760323808416,1.0905538455968022,7.256759528792567e-05,7.256759528792567e-05,0.5047975916398065
B,47,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.11827192422070051,1199.999999999999,22.433344633127778,0.0,1.0,0.0013202826130664647,0.0013202826130664647,0.5047975916398065
B,47,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2358286573086275,274.6232686454571,4.695214506675569,1.8735670432398899,4.36962245009201,0.11887701570099346,0.11887701570099346,0.5047975916398065
B,47,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.11695164160763405,362.91375390319814,11.801672744505062,1.2568197871533573,3.3065707404976106,0.0,0.0,0.5047975916398065
B,89,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12822829992319162,410.1783224278783,22.51086959994992,1.3123847820506078,2.9255568477678433,0.0004397374175531821,0.0004397374175531821,0.5214908164890042
B,89,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.13855004437800378,442.04157903193914,31.174267190281796,1.2255740357951472,2.7146767564362118,0.010761481872365336,0.010761481872365336,0.5214908164890042
B,89,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.16551408465805892,279.74843701003,9.04601906522536,1.634173032837859,4.289568202127548,0.037725522152420476,0.037725522152420476,0.5214908164890042
B,89,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.16551408465805892,279.74843701003,9.04601906522536,1.634173032837859,4.289568202127548,0.037725522152420476,0.037725522152420476,0.5214908164890042
B,89,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1536195257201484,17796.537044896675,3.44424166786636,0.09062470537879377,1.0788615757871227,0.02583096321450995,0.02583096321450995,0.5214908164890042
B,89,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12997788384894635,1199.999999999999,10.815601334870095,0.0,1.0,0.002189321343307904,0.002189321343307904,0.5214908164890042
B,89,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12822829992319162,410.1783224278783,22.51086959994992,1.3123847820506078,2.9255568477678433,0.0004397374175531821,0.0004397374175531821,0.5214908164890042
B,89,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12778856250563844,294.52003659356984,14.749048529984579,1.4169911538309667,4.074425678682128,0.0,0.0,0.5214908164890042
B,131,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12732220872601657,399.65198839951273,23.955728445754733,1.2201186495531409,3.0026123598217715,0.006580037179189313,0.006580037179189313,0.5227517585219061
B,131,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.16503929931020617,240.33483753064957,8.756271125965899,1.4375895309251239,4.993033936790536,0.04429712776337891,0.04429712776337891,0.5227517585219061
B,131,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12732220872601657,399.65198839951273,23.955728445754733,1.2201186495531409,3.0026123598217715,0.006580037179189313,0.006580037179189313,0.5227517585219061
B,131,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12732220872601657,399.65198839951273,23.955728445754733,1.2201186495531409,3.0026123598217715,0.006580037179189313,0.006580037179189313,0.5227517585219061
B,131,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1225216649603457,16117.413115793137,5.326101506884658,0.18057156437243463,1.1912581666717468,0.0017794934135184348,0.0017794934135184348,0.5227517585219061
B,131,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12390259632291058,1199.999999999999,22.047168287150477,0.0,1.0,0.0031604247760833176,0.0031604247760833176,0.5227517585219061
B,131,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12732220872601657,399.65198839951273,23.955728445754733,1.2201186495531409,3.0026123598217715,0.006580037179189313,0.006580037179189313,0.5227517585219061
B,131,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.12074217154682726,422.15659164686724,12.134309206544614,1.1785659813525713,2.8425471109996425,0.0,0.0,0.5227517585219061
C,11,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21309860278109102,507.5992647436326,32.87070920328058,1.017804903352513,2.364069618148445,0.01644125908764596,0.01644125908764596,0.5302625979346934
C,11,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21309860278109102,507.5992647436326,32.87070920328058,1.017804903352513,2.364069618148445,0.01644125908764596,0.01644125908764596,0.5302625979346934
C,11,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.22825899785210974,238.516485618569,23.526044547990047,1.6594859122162753,5.031098780785378,0.03160165415866467,0.03160165415866467,0.5302625979346934
C,11,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.22825899785210974,238.516485618569,23.526044547990047,1.6594859122162753,5.031098780785378,0.03160165415866467,0.03160165415866467,0.5302625979346934
C,11,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.19940241202707518,16664.015146734466,4.737273533745125,0.1634953217612726,1.152183302208163,0.002745068333630113,0.002745068333630113,0.5302625979346934
C,11,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2012528707604848,1199.999999999999,29.28051801247481,0.0,1.0,0.004595527067039723,0.004595527067039723,0.5302625979346934
C,11,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21309860278109102,507.5992647436326,32.87070920328058,1.017804903352513,2.364069618148445,0.01644125908764596,0.01644125908764596,0.5302625979346934
C,11,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.19665734369344506,506.13720194168866,44.38557487094892,0.9324289913860498,2.3708986325437618,0.0,0.0,0.5302625979346934
C,23,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23399821420755434,453.96156959308354,27.20853785421264,1.0936512063268382,2.6433955655459656,0.022916732138701018,0.022916732138701018,0.5255448079447104
C,23,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21108148206885333,584.4802861051903,57.69195782243462,0.7591204340912333,2.053106030235707,0.0,0.0,0.5255448079447104
C,23,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23399821420755434,453.96156959308354,27.20853785421264,1.0936512063268382,2.6433955655459656,0.022916732138701018,0.022916732138701018,0.5255448079447104
C,23,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23399821420755434,453.96156959308354,27.20853785421264,1.0936512063268382,2.6433955655459656,0.022916732138701018,0.022916732138701018,0.5255448079447104
C,23,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2125187828113611,17576.865414952368,6.589125742636809,0.12087974712656871,1.0923449401551562,0.00143730074250778,0.00143730074250778,0.5255448079447104
C,23,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.22721779214141843,1199.999999999999,37.01542003002714,0.0,1.0,0.016136310072565108,0.016136310072565108,0.5255448079447104
C,23,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23399821420755434,453.96156959308354,27.20853785421264,1.0936512063268382,2.6433955655459656,0.022916732138701018,0.022916732138701018,0.5255448079447104
C,23,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21108148206885333,584.4802861051903,57.69195782243462,0.7591204340912333,2.053106030235707,0.0,0.0,0.5255448079447104
C,47,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.4576913264535182,316.36161900555,8.167677100075942,1.6366246783092462,3.7931276358909387,0.2649203270875559,0.2649203270875559,0.5082309551512728
C,47,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.19909223587846586,494.54240032098755,33.41377107971708,1.0268048307920652,2.426485573717234,0.006321236512503603,0.006321236512503603,0.5082309551512728
C,47,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.20010742293437958,317.61827346446256,27.73173250873655,1.4219250592973955,3.778120153150967,0.007336423568417322,0.007336423568417322,0.5082309551512728
C,47,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.20010742293437958,317.61827346446256,27.73173250873655,1.4219250592973955,3.778120153150967,0.007336423568417322,0.007336423568417322,0.5082309551512728
C,47,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.19308070129073093,17439.960456979086,5.233626973818788,0.09883163183069349,1.1009199273802373,0.00030970192476867386,0.00030970192476867386,0.5082309551512728
C,47,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.1955271250813045,1199.999999999999,34.4091127238076,0.0,1.0,0.002756125715342228,0.002756125715342228,0.5082309551512728
C,47,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.4576913264535182,316.36161900555,8.167677100075942,1.6366246783092462,3.7931276358909387,0.2649203270875559,0.2649203270875559,0.5082309551512728
C,47,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.19277099936596226,456.57177750854066,20.498219794388188,1.0012614654596086,2.6282833479542806,0.0,0.0,0.5082309551512728
C,89,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21611459091286767,478.2088017790171,38.09301683786587,1.0750493888558437,2.509364101023603,0.004773046434556449,0.004773046434556449,0.5344614788980536
C,89,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23560736183252934,511.5146692234266,52.99496641242453,0.9961500035417092,2.345973775862282,0.024265817354218122,0.024265817354218122,0.5344614788980536
C,89,mmd_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2714115793315302,290.9997214721442,14.10295650188354,1.5801184309937912,4.123715287144847,0.06007003485321899,0.06007003485321899,0.5344614788980536
C,89,wasserstein_nearest_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.2714115793315302,290.9997214721442,14.10295650188354,1.5801184309937912,4.123715287144847,0.06007003485321899,0.06007003485321899,0.5344614788980536
C,89,pooled_source_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.23613848564385498,17669.71321057601,4.266562175592313,0.10214427135133523,1.0866050722498,0.024796941165543762,0.024796941165543762,0.5344614788980536
C,89,single_source_unweighted_LS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21509302865222907,1199.999999999999,16.304186509001244,0.0,1.0,0.0037514841739178517,0.0037514841739178517,0.5344614788980536
C,89,mixed_shift_gate_plus_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21611459091286767,478.2088017790171,38.09301683786587,1.0750493888558437,2.509364101023603,0.004773046434556449,0.004773046434556449,0.5344614788980536
C,89,oracle_best_source_retrospective,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21134154447831122,368.4015899185977,25.95295316803137,1.1828124966644857,3.257314932434351,0.0,0.0,0.5344614788980536
C,131,stability_aware_composite,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.21532488579678505,486.733952706204,25.697430616843427,1.0307313783379206,2.465412559169194,0.015651390061947712,0.015651390061947712,0.5242550419391324
C,131,random_source_plus_IWLS,0.3,0.1,0.5,0.0001,logistic_ratio_proxy,none,16,True,0.27562102247726367,310.8782490562415,14.000421285551537,1.22466896260479,3.8600320338210787,0.07594752674242633,0.07594752674242633,0.5242550419391324
