setting,seed,method,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,target_mse,ess,condition_number,ratio_uncertainty,weight_second_moment,target_excess_risk_vs_oracle,regret_gap_to_oracle_selected_source,gamma_effective
C,131,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.21313735869414308,1188.5071881027943,29.407417838196974,0.045765946037782126,1.0096699554366901,0.0006769616402776679,0.0006769616402776679,0.5273981474427734
C,131,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.21436771436475222,1200.0,58.24661381539756,0.0,0.9999999997031735,0.001907317310886808,0.001907317310886808,0.5273981474427734
C,131,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.29335200214681395,50.113796707653734,36.02611690037529,0.750873015273887,23.945501613073926,0.08089160509294854,0.08089160509294854,0.5273981474427734
C,131,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.29335200214681395,50.113796707653734,36.02611690037529,0.750873015273887,23.945501613073926,0.08089160509294854,0.08089160509294854,0.5273981474427734
C,131,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.30157791160926556,333.21073282801603,25.69039052675918,1.209160582292585,28.810596580037465,0.08911751455540015,0.08911751455540015,0.5273981474427734
C,131,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.21359654209450119,1199.999999999999,28.076489926369593,0.0,1.0,0.0011361450406357776,0.0011361450406357776,0.5273981474427734
C,131,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.21313735869414308,1188.5071881027943,29.407417838196974,0.045765946037782126,1.0096699554366901,0.0006769616402776679,0.0006769616402776679,0.5273981474427734
C,131,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,0.2124603970538654,1200.0,63.12555864996851,0.03689434330807739,0.9999999997031735,0.0,0.0,0.5273981474427734
R_u4tsc_cwrBearing,11,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,11,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,11,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,11,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,11,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.6564801616193873e-08,76.99999999999906,6290117.516571563,1.1711171677779298e-30,0.9999999999980002,-5.137195677480903e-06,-5.137195677480903e-06,13.088580433172039
R_u4tsc_cwrBearing,11,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.049108334093189e-06,46.999999999999,3122652.0467209914,0.0,1.0,-1.0465214500390776e-07,-1.0465214500390776e-07,13.088580433172039
R_u4tsc_cwrBearing,11,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,11,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,23,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,23,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,23,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,23,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,23,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.6564801616193873e-08,76.99999999999906,6290117.516571563,1.1711171677779298e-30,0.9999999999980002,-5.137195677480903e-06,-5.137195677480903e-06,13.088580433172039
R_u4tsc_cwrBearing,23,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.049108334093189e-06,46.999999999999,3122652.0467209914,0.0,1.0,-1.0465214500390776e-07,-1.0465214500390776e-07,13.088580433172039
R_u4tsc_cwrBearing,23,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,23,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,47,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,47,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,47,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,47,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,47,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.6564801616193873e-08,76.99999999999906,6290117.516571563,1.1711171677779298e-30,0.9999999999980002,-5.137195677480903e-06,-5.137195677480903e-06,13.088580433172039
R_u4tsc_cwrBearing,47,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.049108334093189e-06,46.999999999999,3122652.0467209914,0.0,1.0,-1.0465214500390776e-07,-1.0465214500390776e-07,13.088580433172039
R_u4tsc_cwrBearing,47,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,47,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,89,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,89,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,89,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,89,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,89,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.6564801616193873e-08,76.99999999999906,6290117.516571563,1.1711171677779298e-30,0.9999999999980002,-5.137195677480903e-06,-5.137195677480903e-06,13.088580433172039
R_u4tsc_cwrBearing,89,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.049108334093189e-06,46.999999999999,3122652.0467209914,0.0,1.0,-1.0465214500390776e-07,-1.0465214500390776e-07,13.088580433172039
R_u4tsc_cwrBearing,89,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,89,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,131,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,131,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,131,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,131,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.0681484439415547e-05,4.500890591199373,3945159.746301498,1.626390210285217,10.44237780223946,5.52772396031845e-06,5.52772396031845e-06,13.088580433172039
R_u4tsc_cwrBearing,131,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.6564801616193873e-08,76.99999999999906,6290117.516571563,1.1711171677779298e-30,0.9999999999980002,-5.137195677480903e-06,-5.137195677480903e-06,13.088580433172039
R_u4tsc_cwrBearing,131,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.049108334093189e-06,46.999999999999,3122652.0467209914,0.0,1.0,-1.0465214500390776e-07,-1.0465214500390776e-07,13.088580433172039
R_u4tsc_cwrBearing,131,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_cwrBearing,131,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,5.153760479097097e-06,6.823411925914698,2962003.0786812115,4.1442277615585095,4.396627424180472,0.0,0.0,13.088580433172039
R_u4tsc_mfd,11,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,11,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,11,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,11,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,11,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,8.336603460462945e-09,76.99999999999908,7306965.322336347,7.780837533702949e-31,0.9999999999979996,-2.0151464609265649e-07,-2.0151464609265649e-07,4.913520424694652
R_u4tsc_mfd,11,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.1527285185249552e-07,46.999999999999,3089983.4394751396,0.0,1.0,-9.457839770062392e-08,-9.457839770062392e-08,4.913520424694652
R_u4tsc_mfd,11,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,11,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,8.336603460462945e-09,76.99999999999908,7306965.322336347,7.780837533702949e-31,0.9999999999979996,-2.0151464609265649e-07,-2.0151464609265649e-07,4.913520424694652
R_u4tsc_mfd,23,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.1527285185249552e-07,46.999999999999,3089983.4394751396,0.0,1.0,-9.457839770062392e-08,-9.457839770062392e-08,4.913520424694652
R_u4tsc_mfd,23,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,23,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,8.336603460462945e-09,76.99999999999908,7306965.322336347,7.780837533702949e-31,0.9999999999979996,-2.0151464609265649e-07,-2.0151464609265649e-07,4.913520424694652
R_u4tsc_mfd,47,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.1527285185249552e-07,46.999999999999,3089983.4394751396,0.0,1.0,-9.457839770062392e-08,-9.457839770062392e-08,4.913520424694652
R_u4tsc_mfd,47,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,47,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,89,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,89,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,0.0010409800813624402,1.2117178608771235,1970703.5499010168,4.283836999827011,24.758238669741615,0.001040770230112887,0.001040770230112887,4.913520424694652
R_u4tsc_mfd,89,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,89,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,89,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,8.336603460462945e-09,76.99999999999908,7306965.322336347,7.780837533702949e-31,0.9999999999979996,-2.0151464609265649e-07,-2.0151464609265649e-07,4.913520424694652
R_u4tsc_mfd,89,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.1527285185249552e-07,46.999999999999,3089983.4394751396,0.0,1.0,-9.457839770062392e-08,-9.457839770062392e-08,4.913520424694652
R_u4tsc_mfd,89,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,89,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,stability_aware_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,random_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,mmd_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,wasserstein_nearest_source_plus_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,pooled_source_IWLS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,8.336603460462945e-09,76.99999999999908,7306965.322336347,7.780837533702949e-31,0.9999999999979996,-2.0151464609265649e-07,-2.0151464609265649e-07,4.913520424694652
R_u4tsc_mfd,131,single_source_unweighted_LS,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,1.1527285185249552e-07,46.999999999999,3089983.4394751396,0.0,1.0,-9.457839770062392e-08,-9.457839770062392e-08,4.913520424694652
R_u4tsc_mfd,131,mixed_shift_gate_plus_composite,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
R_u4tsc_mfd,131,oracle_best_source_retrospective,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,2,True,2.0985124955311944e-07,22.870366141255587,4465168.115004028,1.6957842415430726,2.055061108754983,0.0,0.0,4.913520424694652
