config_id,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,ess_floor,cond_ref,gamma_ess_scale,gamma_cond_scale,pooled_gap_mean,pooled_p_value,pooled_test,pooled_n_pairs,stability_mse_mean,pooled_mse_mean,holm_adjusted_p,stability_beats_pooled,holm_significant
cfg_0001,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,True,200.0,120.0,0.8,0.25,0.010309464327191644,0.13164188163022134,paired_wilcoxon,25,0.10501137099108936,0.09470190666389769,0.13164188163022134,False,False
cfg_0000,0.3,0.5,0.5,0.001,gaussian_diag_proxy,p99,8,False,200.0,120.0,0.8,0.25,0.010309464327191644,0.13164188163022134,paired_wilcoxon,25,0.10501137099108936,0.09470190666389769,0.26328376326044267,False,False
